member_id,user,book,publisher,gender,id_authors,id,stage_id,name
res_partner_natalie,Natalie Curry Glover,Modern Manners: An Etiquette Book for Rude People,Atlantic Monthly Press,carta,P.J. O'Rourke,library_checkout_P0006962,Canceled,P0006962
res_partner_bradley,Bradley Banks Beltran,The Internet Church,W Publishing Group,ensayo,Walter P. Wilson,library_checkout_P0006963,Borrowed,P0006963
res_partner_jennifer,Jennifer Griffin Frank,The Best of Roald Dahl,Vintage Books USA,novela,Roald Dahl,library_checkout_P0006964,Returned,P0006964
res_partner_paige,Paige Smith Gomez,Cause of Death,Berkley Publishing Group,crónica,Patricia Daniels Cornwell,library_checkout_P0006965,Returned,P0006965
res_partner_jennifer,Jennifer Fox Ellis,Theos Reise. Roman Ãƒ?Ã‚Â¼ber die Religionen der Welt.,Dtv,novela,Catherine Clement,library_checkout_P0006966,New,P0006966
res_partner_christine,Christine Jones Joseph,Stand Still Like the Hummingbird,New Directions Publishing Corporation,ensayo,Henry Miller,library_checkout_P0006967,Borrowed,P0006967
res_partner_sheila,Sheila Wall Hernandez,Cloud Atlas : A Novel,Random House Trade Paperbacks,novela,DAVID MITCHELL,library_checkout_P0006968,Returned,P0006968
res_partner_sharon,Sharon Carter Henry,The Gospel of Judas: A Novel,Back Bay Books,carta,Simon Mawer,library_checkout_P0006969,Canceled,P0006969
res_partner_drew,Drew Potter Hall,Your Blues Ain't Like Mine,Ballantine Books,cuento,BEBE MOORE CAMPBELL,library_checkout_P0006970,Returned,P0006970
res_partner_chad,Chad Gutierrez Morgan,"Herr Der Fliegen (Fiction, Poetry and Drama)",Fischer Taschenbuch Verlag GmbH,ensayo,Golding,library_checkout_P0006971,New,P0006971
res_partner_elizabeth,Elizabeth Jennings Higgins,The Grace and Truth Paradox: Responding with Christlike Balance,Multnomah,ensayo,Randy Alcorn,library_checkout_P0006972,Canceled,P0006972
res_partner_elizabeth,Elizabeth Holland Bond,"The Vampire Lestat (Vampire Chronicles, Book II)",Ballantine Books,ensayo,ANNE RICE,library_checkout_P0006973,New,P0006973
res_partner_william,William Rivera Willis,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,Penguin Books,carta,Ross King,library_checkout_P0006974,Returned,P0006974
res_partner_antonio,Antonio Williams Meza,Twin Blessings (Love Inspired (Numbered)),Steeple Hill,égloga,Carolyne Aarsen,library_checkout_P0006975,Borrowed,P0006975
res_partner_jennifer,Jennifer Matthews Norris,World of Pies : A Novel,Hyperion,carta,Karen Stolz,library_checkout_P0006976,Borrowed,P0006976
res_partner_richard,Richard Melton Martinez,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,Penguin Books,carta,Ross King,library_checkout_P0006977,Borrowed,P0006977
res_partner_chase,Chase Wright Franklin,Corelli's Mandolin : A Novel,Vintage,novela,LOUIS DE BERNIERES,library_checkout_P0006978,Borrowed,P0006978
res_partner_sierra,Sierra Price Guerra,Faking It,St. Martin's Paperbacks,cuento,Jennifer Crusie,library_checkout_P0006979,New,P0006979
res_partner_mathew,Mathew Hancock Hutchinson,Night Sins,Bantam,carta,TAMI HOAG,library_checkout_P0006980,New,P0006980
res_partner_erica,Erica Oconnell Evans,"The Golden Compass (His Dark Materials, Book 1)",Knopf Books for Young Readers,ensayo,PHILIP PULLMAN,library_checkout_P0006981,New,P0006981
res_partner_paige,Paige Smith Gomez,Chosen Prey,Berkley Publishing Group,crónica,John Sandford,library_checkout_P0006982,Borrowed,P0006982
res_partner_allison,Allison Myers Bentley,CSI: Sin City,Pocket,égloga,Max Allan Collins,library_checkout_P0006983,Borrowed,P0006983
res_partner_christine,Christine Jones Joseph,Her Mother's Daughter,Ballantine Books,novela,Marilyn French,library_checkout_P0006984,Canceled,P0006984
res_partner_michael,Michael Chan Boyle,Homeland and Other Stories,Perennial,novela,Barbara Kingsolver,library_checkout_P0006985,Borrowed,P0006985
res_partner_tom,Tom Carr Leach,"Das Kurze Leben Der Sophie Scholl (Fiction, Poetry and Drama)",Ravensburger Buchverlag Otto Maier GmbH,égloga,Vinke,library_checkout_P0006986,Canceled,P0006986
res_partner_cassidy,Cassidy Gonzales Bradshaw,Die Meute der Erben.,Piper,novela,Gaby Hauptmann,library_checkout_P0006987,New,P0006987
res_partner_diane,Diane Parker Johnson,Possessing the Secret of Joy,Pocket,crónica,Alice Walker,library_checkout_P0006988,Returned,P0006988
res_partner_carolyn,Carolyn Oconnell Mclaughlin,Leaving Home,New Amer Library,égloga,Garrison Keillor,library_checkout_P0006989,Canceled,P0006989
res_partner_james,James Gardner Merritt,Vineland,Penguin Books,crónica,Thomas Pynchon,library_checkout_P0006990,New,P0006990
res_partner_mathew,Mathew Hancock Hutchinson,The Company of Cats : 20 Contemporary Stories of Family Cats,Galahad,novela,Michael J. Rosen,library_checkout_P0006991,Borrowed,P0006991
res_partner_erika,Erika Simon Garcia,Rain Uk,Trafalgar Square,égloga,Stephen Gallagher,library_checkout_P0006992,New,P0006992
res_partner_stephanie,Stephanie Massey Flores,Neanderthal: A Novel,St. Martin's Press,crónica,John Darnton,library_checkout_P0006993,Borrowed,P0006993
res_partner_jennifer,Jennifer King Ruiz,The New Rabbi : A Congregation Searches for Its Leader,Bantam,ensayo,STEPHEN FRIED,library_checkout_P0006994,New,P0006994
res_partner_joseph,Joseph Beasley Lee,The Awakening and Selected Stories of Kate Chopin (Signet Classic),Signet Book,égloga,Kate Chopin,library_checkout_P0006995,New,P0006995
res_partner_tracy,Tracy Whitney Jackson,"The Devil in the White City : Murder, Magic, and Madness at the Fair That Changed America (Illinois)",Crown,cuento,ERIK LARSON,library_checkout_P0006996,Borrowed,P0006996
res_partner_april,April Griffin Hicks,"Suche Hose, biete Rock.",LÃƒ?Ã‚Â¼bbe,carta,Annegrit Arens,library_checkout_P0006997,Canceled,P0006997
res_partner_jeanne,Jeanne Lewis Johnson,Slow River,Ballantine Books,égloga,Nicola Griffith,library_checkout_P0006998,New,P0006998
res_partner_stephanie,Stephanie Castaneda Nguyen,A Thousand Acres (Ballantine Reader's Circle),Ballantine Books,égloga,JANE SMILEY,library_checkout_P0006999,Returned,P0006999
res_partner_joyce,Joyce Miller Lamb,To Catch A Sheik  (Desert Brides),Silhouette,ensayo,Teresa Southwick,library_checkout_P0007000,Returned,P0007000
res_partner_deanna,Deanna Campbell Mcmillan,Out of the Blue,Ballantine Books,cuento,Sally Mandel,library_checkout_P0007001,Borrowed,P0007001
res_partner_eric,Eric Jackson Hogan,Secret History,Ballantine Books,cuento,DONNA TARTT,library_checkout_P0007002,Canceled,P0007002
res_partner_john,John Ward Thompson,Dancing at the Victory Cafe: A Novel with Recipes,Hodder &amp,cuento,Helene Wiggin,library_checkout_P0007003,Returned,P0007003
res_partner_jacqueline,Jacqueline Moon Davidson,Der Wettermacher.,Suhrkamp,novela,Peter Weber,library_checkout_P0007004,Borrowed,P0007004
res_partner_matthew,Matthew Durham Hooper,"Demona's Revenge (Gargoyles, No. 2)",Scholastic,ensayo,Francine Hughes,library_checkout_P0007005,Canceled,P0007005
res_partner_jorge,Jorge Davis Swanson,The Book of Shadows: A Novel,William Morrow,égloga,James Reese,library_checkout_P0007006,Canceled,P0007006
res_partner_daniel,Daniel Jackson Hall,Where the Suckers Moon: An Advertising Story,Alfred A. Knopf,novela,Randall Rothenberg,library_checkout_P0007007,New,P0007007
res_partner_seth,Seth Alvarez Baker,The Angelic Darkness,Arcadia Books,novela,Richard Zimler,library_checkout_P0007008,Borrowed,P0007008
res_partner_nathaniel,Nathaniel Gutierrez Johns,Finding the Right Place at the Right Time,Joan Cleveland,crónica,Everything You Need to Know About Retirement Housing,library_checkout_P0007009,Canceled,P0007009
res_partner_william,William Rivera Willis,Welcome to My Planet: Where English Is Sometimes Spoken,Penguin Books,cuento,Shannon Olson,library_checkout_P0007010,Canceled,P0007010
res_partner_terri,Terri Pearson Jennings,"The Amber Spyglass (His Dark Materials, Book 3)",Scholastic Press,carta,Philip Pullman,library_checkout_P0007011,New,P0007011
res_partner_tina,Tina Williams Bradshaw,"It Happened to Nancy : By an Anonymous Teenager, A True Story from Her Diary (Confident Collector)",Avon,carta,Beatrice Sparks,library_checkout_P0007012,Borrowed,P0007012
res_partner_kimberly,Kimberly Harris Marquez,Wuthering Heights,Bantam,crónica,EMILY BRONTE,library_checkout_P0007013,Borrowed,P0007013
res_partner_gregory,Gregory Kane Pitts,Sudden Mischief (Spenser Mysteries (Hardcover)),Putnam Pub Group,égloga,Robert B. Parker,library_checkout_P0007014,Returned,P0007014
res_partner_jeremy,Jeremy Ibarra Anderson,The Journey From Here,Artisan Publishers,ensayo,Bill Bradley,library_checkout_P0007015,Returned,P0007015
res_partner_cameron,Cameron Martinez Davila,Daddy's Little Girl,Simon &amp,ensayo,Mary Higgins Clark,library_checkout_P0007016,Canceled,P0007016
res_partner_terri,Terri Pearson Jennings,Skipping Christmas,Doubleday,crónica,JOHN GRISHAM,library_checkout_P0007017,Returned,P0007017
res_partner_joseph,Joseph Vargas Smith,Nessie: The Loch Ness Monster,Trafalgar Square Books,égloga,Richard Brassey,library_checkout_P0007018,Canceled,P0007018
res_partner_james,James Levy Rodriguez,Birds Bees And Babies 1994,Silhouette,égloga,Nora Roberts,library_checkout_P0007019,New,P0007019
res_partner_cynthia,Cynthia Wade Rodriguez,I Hadn't Meant to Tell You This,Laurel-Leaf Books,crónica,Jacqueline Woodson,library_checkout_P0007020,Canceled,P0007020
res_partner_david,David Meza Clay,The Motley Fool Investment Guide : How The Fool Beats Wall Streets Wise Men And How You Can Too,Fireside,crónica,David Gardner,library_checkout_P0007021,New,P0007021
res_partner_richard,Richard Larson Palmer,Seabiscuit,Ballantine Books,carta,LAURA HILLENBRAND,library_checkout_P0007022,New,P0007022
res_partner_teresa,Teresa Bryant Andrade,The Count of Monte Cristo (Bantam Classics),Bantam,carta,ALEXANDRE DUMAS,library_checkout_P0007023,Borrowed,P0007023
res_partner_kelsey,Kelsey Montes Moss,Pride and Prejudice (Dover Thrift Editions),Dover Publications,cuento,Jane Austen,library_checkout_P0007024,Borrowed,P0007024
res_partner_mikayla,Mikayla Mitchell York,Sleeping Murder (Miss Marple Mysteries (Paperback)),New American Library,égloga,Agatha Christie,library_checkout_P0007025,New,P0007025
res_partner_scott,Scott Evans Martin,DREAMSNAKE,Dell,cuento,VONDA MCINTYRE,library_checkout_P0007026,Returned,P0007026
res_partner_sydney,Sydney Burns Murphy,Caddie Woodlawn - Newbery Promo '99 (Aladdin Fiction),Aladdin,ensayo,Carol Ryrie Brink,library_checkout_P0007027,Borrowed,P0007027
res_partner_scott,Scott Johnson Owens,A Thousand Words for Stranger (Daw Book Collectors),Daw Books,ensayo,Julie E. Czerneda,library_checkout_P0007028,Returned,P0007028
res_partner_denise,Denise Lee Douglas,Ham on Rye,Ecco,novela,Charles Bukowski,library_checkout_P0007029,Canceled,P0007029
res_partner_derrick,Derrick Norton Gordon,Kick Ass: Selected Columns of Carl Hiaasen,Berkley Publishing Group,cuento,Carl Hiaasen,library_checkout_P0007030,Borrowed,P0007030
res_partner_sue,Sue Reed Sanders,Les Miserables,Fawcett,novela,VICTOR HUGO,library_checkout_P0007031,Borrowed,P0007031
res_partner_melissa,Melissa Frederick Turner,Stately Pursuits,Griffin Trade Paperback,égloga,Katie Fforde,library_checkout_P0007032,New,P0007032
res_partner_david,David Garcia Robertson,The Man Who Mistook His Wife for a Hat: And Other Clinical Tales,Harpercollins,novela,Oliver Sacks,library_checkout_P0007033,Canceled,P0007033
res_partner_timothy,Timothy Wilson Russell,Dragonfly in Amber,Dell,cuento,DIANA GABALDON,library_checkout_P0007034,New,P0007034
res_partner_pedro,Pedro Lopez Rice,The Hitchhiker's Guide to the Galaxy,Ballantine Books,égloga,Douglas Adams,library_checkout_P0007035,Canceled,P0007035
res_partner_jason,Jason Washington Washington,Daybreakers Louis Lamour Collection,Bantam Doubleday Dell,cuento,Louis Lamour,library_checkout_P0007036,Returned,P0007036
res_partner_william,William Schroeder Martinez,Pretend You Don't See Her,Pocket,crónica,Mary Higgins Clark,library_checkout_P0007037,Returned,P0007037
res_partner_lori,Lori Evans Santos,George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President,Fireside,cuento,Jacob Weisberg,library_checkout_P0007038,Canceled,P0007038
res_partner_nathan,Nathan Chase Ferguson,The House of Mirth (Library of America),Vintage Books USA,égloga,Edith Wharton,library_checkout_P0007039,Canceled,P0007039
res_partner_brandon,Brandon Graham Lucas,Desaparecido: LA Autentica Historia De LA Ejecucion De Charles Horman,Lectorum Pubns (J),ensayo,Thomas Hauser,library_checkout_P0007040,Canceled,P0007040
res_partner_john,John Kim Barton,Impossible Vacation,Random House Inc,crónica,Spalding Gray,library_checkout_P0007041,New,P0007041
res_partner_bradley,Bradley Sims Garcia,A New Germany in a New Europe,Routledge,novela,Todd Herzog,library_checkout_P0007042,Borrowed,P0007042
res_partner_robert,Robert Miranda Brown,Isle of Dogs,Berkley Publishing Group,crónica,Patricia Cornwell,library_checkout_P0007043,Returned,P0007043
res_partner_nichole,Nichole Lopez Salinas,Was It Something I Said?,Soho Press,novela,Valerie Block,library_checkout_P0007044,Returned,P0007044
res_partner_natasha,Natasha Skinner Lee,World of Pies : A Novel,Hyperion,carta,Karen Stolz,library_checkout_P0007045,Returned,P0007045
res_partner_sharon,Sharon Carter Henry,Housekeeping,Bantam Books,novela,Marilynn Robinson,library_checkout_P0007046,Borrowed,P0007046
res_partner_natasha,Natasha Jackson Anderson,The Perfect Storm : A True Story of Men Against the Sea,HarperTorch,ensayo,Sebastian Junger,library_checkout_P0007047,Returned,P0007047
res_partner_christine,Christine Thomas Carter,The World's Stupidest Laws,Michael O'Mara Books,novela,David Crombie,library_checkout_P0007048,Returned,P0007048
res_partner_ryan,Ryan Thompson Norton,Le Coq De Bruygre (Folio Ser,Tournier,carta,No. 1229)),library_checkout_P0007049,Canceled,P0007049
res_partner_jake,Jake Bradley Kramer,Cloud Atlas : A Novel,Random House Trade Paperbacks,novela,DAVID MITCHELL,library_checkout_P0007050,Returned,P0007050
res_partner_taylor,Taylor Kirby Mason,Meet the Stars of Buffy the Vampire Slayer,Scholastic,égloga,Stefanie Scott,library_checkout_P0007051,Canceled,P0007051
res_partner_peggy,Peggy Chen Gonzalez,Cold Sea Rising,Berkley Pub Group,cuento,Richard Moran,library_checkout_P0007052,Returned,P0007052
res_partner_john,John Anderson Perez,Red Square,Ballantine Books,novela,Martin Cruz Smith,library_checkout_P0007053,Borrowed,P0007053
res_partner_john,John Hooper Holland,Hill Towns,Harpercollins,cuento,Anne Rivers Siddons,library_checkout_P0007054,Returned,P0007054
res_partner_kathleen,Kathleen Porter Santos,I Capture the Castle,St. Martin's Griffin,novela,Dodie Smith,library_checkout_P0007055,Borrowed,P0007055
res_partner_gina,Gina Garcia Savage,"Climbing Mt. Shasta: Route 1, Avalanche Gulch",Photografix,crónica,Steve Lewis,library_checkout_P0007056,Borrowed,P0007056
res_partner_alan,Alan Dominguez Stewart,Catnap : A Midnight Louie Mystery (A Midnight Louie Mystery),Forge Books,ensayo,Carole Nelson Douglas,library_checkout_P0007057,Returned,P0007057
res_partner_sierra,Sierra Price Guerra,Rachel's Tears: The Spiritual Journey of Columbine Martyr Rachel Scott,Nelson Books,novela,Darrell Scott,library_checkout_P0007058,Borrowed,P0007058
res_partner_christopher,Christopher Sanchez Butler,Die Zauberfrau.,"Fischer (Tb.), Frankfurt",carta,Hera Lind,library_checkout_P0007059,Borrowed,P0007059
res_partner_kelsey,Kelsey Wright Green,Anil's Ghost,Knopf,ensayo,MICHAEL ONDAATJE,library_checkout_P0007060,Canceled,P0007060
res_partner_paige,Paige Smith Gomez,Though I walk through the valley,F. H. Revell,crónica,Vance Havner,library_checkout_P0007061,New,P0007061
res_partner_angela,Angela Mueller Davis,Bless the Child,Pocket,cuento,Cathy Cash Spellman,library_checkout_P0007062,Borrowed,P0007062
res_partner_bruce,Bruce Gonzales Simmons,Crewel Lye,Ballantine Books,crónica,Piers Anthony,library_checkout_P0007063,Returned,P0007063
res_partner_gregory,Gregory Stephenson Miller,Me Talk Pretty One Day,Back Bay Books,ensayo,David Sedaris,library_checkout_P0007064,Borrowed,P0007064
res_partner_stephen,Stephen Alvarez Ware,Postmortem (Kay Scarpetta Mysteries (Paperback)),Pocket,cuento,Patricia Cornwell,library_checkout_P0007065,Borrowed,P0007065
res_partner_jonathan,Jonathan Alexander Martinez,Bears in the Night (Bright &amp,Stan Berenstain,novela,Early Books),library_checkout_P0007066,New,P0007066
res_partner_rebecca,Rebecca Brown Wall,Another Man's Wife,Harlequin,crónica,Rebecca Winters,library_checkout_P0007067,Returned,P0007067
res_partner_nicholas,Nicholas Gonzalez Avila,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,Penguin Books,carta,Ross King,library_checkout_P0007068,Canceled,P0007068
res_partner_daniel,Daniel Garrett Bowen,Konig Babar,Not Avail,cuento,Jean de Brunhoff,library_checkout_P0007069,Borrowed,P0007069
res_partner_eduardo,Eduardo Holland Johnson,Naked,Back Bay Books,novela,David Sedaris,library_checkout_P0007070,New,P0007070
res_partner_chelsea,Chelsea Hernandez White,Secrets of St. John's Wort: A Lynn Sonberg Book,St. Martin's Press,ensayo,Larry Katzenstein,library_checkout_P0007071,Canceled,P0007071
res_partner_tami,Tami Burke Cooke,The Dinner Party,Dell Publishing Company,crónica,Howard Fast,library_checkout_P0007072,Borrowed,P0007072
res_partner_sheryl,Sheryl Martin Wilkerson,"The Amber Spyglass (His Dark Materials, Book 3)",Knopf Books for Young Readers,novela,PHILIP PULLMAN,library_checkout_P0007073,Returned,P0007073
res_partner_eugene,Eugene Wood Johnson,Citizens: A Chronicle of the French Revolution,Random House Inc,cuento,Simon Schama,library_checkout_P0007074,New,P0007074
res_partner_krista,Krista Mills Padilla,Return to Isis,Rising Tide Press (AZ),novela,Jean Stewart,library_checkout_P0007075,Returned,P0007075
res_partner_andrew,Andrew Marshall Reynolds,Night Tales,Silhouette,cuento,Nora Roberts,library_checkout_P0007076,Borrowed,P0007076
res_partner_joseph,Joseph Rasmussen Johnson,The King of Torts,Doubleday Books,ensayo,John Grisham,library_checkout_P0007077,Returned,P0007077
res_partner_kyle,Kyle Thomas Miller,Nicholas Nickleby (Everyman's Library),Alfred A. Knopf,égloga,Charles Dickens,library_checkout_P0007078,Returned,P0007078
res_partner_joshua,Joshua Murphy Hall,Middlesex: A Novel,Picador,cuento,Jeffrey Eugenides,library_checkout_P0007079,New,P0007079
res_partner_christopher,Christopher Long Pearson,CAT'S EYE,Bantam,cuento,MARGARET ATWOOD,library_checkout_P0007080,Canceled,P0007080
res_partner_sharon,Sharon Armstrong Parsons,Risque mortel,LGF,cuento,Robin Cook,library_checkout_P0007081,New,P0007081
res_partner_linda,Linda Smith Johnson,The House of the Spirits,Bantam Books,carta,Isabel Allende,library_checkout_P0007082,Canceled,P0007082
res_partner_stephen,Stephen Hall Cabrera,The Magician's Nephew (Narnia),HarperTrophy,crónica,C. S. Lewis,library_checkout_P0007083,Borrowed,P0007083
res_partner_jasmin,Jasmin Aguirre Jenkins,Jonathan Livingston Seagull,Avon,novela,Richard Bach,library_checkout_P0007084,Borrowed,P0007084
res_partner_mark,Mark Campbell Rose,Familientreffen.,Diogenes Verlag,novela,Ray Bradbury,library_checkout_P0007085,Returned,P0007085
res_partner_seth,Seth Joyce Porter,Totally Muffins Cookbook (Totally Cookbooks),Celestial Arts,novela,Helene Siegel,library_checkout_P0007086,Canceled,P0007086
res_partner_joseph,Joseph Vargas Smith,Winnie-The-Pooh on Management and Problem Solving,Routledge,novela,Roger E. Allen,library_checkout_P0007087,Borrowed,P0007087
res_partner_brittany,Brittany Flynn Fox,The Four Agreements: A Practical Guide to Personal Freedom,Amber-Allen Publishing,carta,Don Miguel Ruiz,library_checkout_P0007088,New,P0007088
res_partner_christopher,Christopher Dudley Snyder,EYE ON CRIME: HARDY BOYS #153,Aladdin,égloga,Franklin W. Dixon,library_checkout_P0007089,Canceled,P0007089
res_partner_alan,Alan Curry Warren,"My Father, His Son",Little Brown &amp,cuento,Reidar Jonsson,library_checkout_P0007090,Canceled,P0007090
res_partner_timothy,Timothy Wilson Russell,Strategic Renewal: Becoming a High-Performance Organization,Prentice Hall,ensayo,Michael Mische,library_checkout_P0007091,Canceled,P0007091
res_partner_sandra,Sandra Guerra Campbell,The Mad Dog 100 : The Greatest Sports Arguments of All Time,Doubleday,ensayo,Christopher Russo,library_checkout_P0007092,Canceled,P0007092
res_partner_john,John Moon White,The Lovely Bones,Back Bay Books,novela,Alice Sebold,library_checkout_P0007093,Returned,P0007093
res_partner_daniel,Daniel Jones Sampson,All Around the Town,Pocket Star,ensayo,Mary Higgins Clark,library_checkout_P0007094,Returned,P0007094
res_partner_bradley,Bradley Ruiz Malone,All Around the Town,Pocket Star,ensayo,Mary Higgins Clark,library_checkout_P0007095,Canceled,P0007095
res_partner_jennifer,Jennifer Griffin Frank,The Teacher from the Black Lagoon,Scholastic,égloga,Mike Thaler,library_checkout_P0007096,New,P0007096
res_partner_edwin,Edwin Brewer Jackson,The wild ponies of Assateague Island (Books for young explorers),National Geographic Society,ensayo,Donna K Grosvenor,library_checkout_P0007097,Canceled,P0007097
res_partner_jason,Jason Pierce Schaefer,Choke,Anchor,égloga,CHUCK PALAHNIUK,library_checkout_P0007098,Canceled,P0007098
res_partner_mary,Mary Ingram Rivas,Organizing from the Inside Out,Henry Holt &amp,carta,Julie Morgenstern,library_checkout_P0007099,Borrowed,P0007099
res_partner_oscar,Oscar Pitts Sanchez,Dr. Atkins' Age-Defying Diet Revolution,St Martins Pr,égloga,Robert Atkins,library_checkout_P0007100,Borrowed,P0007100
res_partner_james,James Knight Rollins,The Collected Stories of Isaac Bashevis Singer,Farrar Straus Giroux,égloga,Isaac Bashevis Singer,library_checkout_P0007101,Returned,P0007101
res_partner_matthew,Matthew Brown Johnson,La dona dels ulls de pluja: Barcelona anys 90 (El BalancÃƒÂ­),Edicions 62,crónica,VÃƒÂ­ctor Mora,library_checkout_P0007102,Borrowed,P0007102
res_partner_robert,Robert Chavez Patel,Tis : A Memoir,Scribner,égloga,Frank McCourt,library_checkout_P0007103,Returned,P0007103
res_partner_robert,Robert Miranda Brown,Rena's Promise: A Story of Sisters in Auschwitz,Beacon Press,crónica,Rena Kornreich Gelissen,library_checkout_P0007104,Borrowed,P0007104
res_partner_stephanie,Stephanie Warner Davis,Cooking Light,Leisure Arts,cuento,Susan M. McIntosh,library_checkout_P0007105,Returned,P0007105
res_partner_john,John Moon White,"If Singleness Is a Gift, What's the Return Policy?",Nelson Books,ensayo,Holly Virden,library_checkout_P0007106,Returned,P0007106
res_partner_debra,Debra Lowery Pruitt,The Cat Who Tailed a Thief,Jove Books,novela,Lilian Jackson Braun,library_checkout_P0007107,Canceled,P0007107
res_partner_thomas,Thomas Smith Cameron,Light a Penny Candle,Signet Book,cuento,Maeve Binchy,library_checkout_P0007108,Returned,P0007108
res_partner_christine,Christine Richards Guzman,Dark Paradise,Bantam,novela,TAMI HOAG,library_checkout_P0007109,Returned,P0007109
res_partner_robert,Robert Jones Huffman,El desarrollo de Leonardo da Vinci (BiografÃƒÂ­as y memorias),Plaza &amp,ensayo,Luis Racionero,library_checkout_P0007110,Returned,P0007110
res_partner_bradley,Bradley Rogers Moore,Colours of Survival,Zondervan,égloga,Adrian Plass,library_checkout_P0007111,Canceled,P0007111
res_partner_kathryn,Kathryn Singh Carter,Little Princess,Barnes Noble Books,cuento,Frances Hodgson Burnett,library_checkout_P0007112,New,P0007112
res_partner_whitney,Whitney Greene Davis,253,Flamingo,cuento,Geoff Ryman,library_checkout_P0007113,Canceled,P0007113
res_partner_matthew,Matthew Brown Johnson,The Man Who Mistook His Wife for a Hat: And Other Clinical Tales,Harpercollins,novela,Oliver Sacks,library_checkout_P0007114,Canceled,P0007114
res_partner_brenda,Brenda Horne Michael,The Grass Is Always Greener over the Septic Tank,Fawcett Books,novela,Erma Bombeck,library_checkout_P0007115,Returned,P0007115
res_partner_ryan,Ryan Thompson Norton,The Dominant Blonde,Avon Trade,cuento,Alisa Kwitney,library_checkout_P0007116,Borrowed,P0007116
res_partner_dorothy,Dorothy Gonzales Sanders,Sofies Welt. Roman Ãƒ?Ã‚Â¼ber die Geschichte der Philosophie.,Dtv,crónica,Jostein Gaarder,library_checkout_P0007117,Canceled,P0007117
res_partner_daniel,Daniel Davis Chan,Le neveu d'AmÃƒ?Ã‚Â©rique,Seuil,crónica,Luis SepÃƒ?Ã‚Âºlveda,library_checkout_P0007118,New,P0007118
res_partner_sarah,Sarah Myers Goodman,The Journey From Here,Artisan Publishers,ensayo,Bill Bradley,library_checkout_P0007119,New,P0007119
res_partner_melissa,Melissa Frederick Turner,The Women in His Life (G K Hall Large Print Book Series),Thorndike Pr,cuento,Barbara Taylor Bradford,library_checkout_P0007120,Returned,P0007120
res_partner_scott,Scott Buchanan Mclaughlin,"The Best in Tent Camping: Smoky Mountains : A Guide for Campers Who Hate Rvs, Concrete Slabs, and Loud Portable Stereos (Best in Tent Camping Colorado)",Globe Pequot Pr,égloga,Johnny Molloy,library_checkout_P0007121,New,P0007121
res_partner_brittany,Brittany Mcmahon Acosta,Fantastic Four Illustrated Books,Marvel Books,égloga,Stan Lee,library_checkout_P0007122,New,P0007122
res_partner_daniel,Daniel Bowen Trevino,The Pilgrimage Road to Santiago : The Complete Cultural Handbook,St. Martin's Griffin,novela,David M. Gitlitz,library_checkout_P0007123,New,P0007123
res_partner_tony,Tony Bishop Perkins,Jacob Marley's Christmas Carol,Adams Media Corp,cuento,Tom Mula,library_checkout_P0007124,Returned,P0007124
res_partner_tina,Tina Robles Carrillo,The Short Forever,Signet Book,novela,Stuart Woods,library_checkout_P0007125,New,P0007125
res_partner_matthew,Matthew Brown Johnson,"Forever... : A Novel of Good and Evil, Love and Hope",Pocket,crónica,Jude Deveraux,library_checkout_P0007126,Returned,P0007126
res_partner_regina,Regina Mcintosh Skinner,The Da Vinci Code,Doubleday,cuento,Dan Brown,library_checkout_P0007127,New,P0007127
res_partner_seth,Seth Williams Dalton,Summer Sisters,Delacorte Press,égloga,Judy Blume,library_checkout_P0007128,New,P0007128
res_partner_robert,Robert Walters Reynolds,Keep It Simple: And Get More Out of Life,Trafalgar Square,ensayo,Nick Page,library_checkout_P0007129,Returned,P0007129
res_partner_bryce,Bryce Gutierrez Decker,Purity in Death,Berkley Publishing Group,cuento,J.D. Robb,library_checkout_P0007130,Returned,P0007130
res_partner_katrina,Katrina Spencer Campbell,Tommy's Tale: A Novel,Regan Books,égloga,Alan Cumming,library_checkout_P0007131,Canceled,P0007131
res_partner_elizabeth,Elizabeth Jennings Higgins,The Guardian,Warner Books,crónica,Nicholas Sparks,library_checkout_P0007132,Borrowed,P0007132
res_partner_hannah,Hannah Martin Martinez,The New Oxford Book of Light Verse (Oxford paperbacks),Oxford Univ Pr,carta,Kingsley Amis,library_checkout_P0007133,Canceled,P0007133
res_partner_eddie,Eddie Bolton Gomez,"Fodor's Exploring London, 4th Edition (Fodor's Exploring London)",Fodor's,égloga,Christopher Catling,library_checkout_P0007134,Canceled,P0007134
res_partner_george,George Smith Stephens,Pool of Radiance: The Ruins of Myth Drannor (Forgotten Realms),Wizards of the Coast,égloga,Carrie Bebris,library_checkout_P0007135,New,P0007135
res_partner_deanna,Deanna Hartman Landry,The Frog King: A Love Story,Riverhead Books,égloga,Adam Davies,library_checkout_P0007136,Returned,P0007136
res_partner_daniel,Daniel Nixon Clark,"Punished by Rewards: The Trouble With Gold Stars, Incentive Plans, A'S, Praise, and Other Bribes",Houghton Mifflin,cuento,Alfie Kohn,library_checkout_P0007137,Borrowed,P0007137
